tsec,U_totV,iA,PW,m_Air,m_H2,RH_Air,RH_H2,P_Air_supply,P_H2_supply,P_Air_inlet,P_H2_inlet,T_1,T_2,T_3,T_4,T_Air_inlet,T_H2_inlet,T_Stack_inlet,T_Heater,m_Air_write,m_H2_write,Heater_power,i_write
77.474,0.884,0.112,0.099,-0.167,1.274,84.117,102.477,0.043,0.842,0.018,1.082,14.592,-64743.308,34.49,14.498,27.835,17.854,43.385,65.023,0.523,0.546,0,0.0
1311.402,0.882,0.862,0.761,6.153,1.298,101.014,102.477,0.88,1.0,1.065,1.039,14.43,-64487.082,36.254,14.385,30.816,17.783,45.069,65.57,0.523,0.546,0,0.8
3153.02,0.857,1.052,0.902,6.217,1.286,85.312,96.019,0.897,1.007,1.084,1.035,13.647,-64358.978,18.789,13.624,30.416,18.229,19.974,57.897,0.523,0.546,5,1.0
1330.241,0.875,0.862,0.754,6.153,1.286,99.819,99.928,0.875,1.0,1.078,1.043,14.621,-64484.254,36.253,14.545,30.705,17.845,45.073,65.003,0.523,0.546,0,0.8
1294.468,0.845,2.062,1.742,6.089,1.286,100.843,102.817,0.88,1.0,1.072,1.035,14.351,-64489.488,36.302,14.281,30.796,17.768,45.217,64.98,0.523,0.546,5,2.0
200.329,0.855,1.05,0.897,5.834,1.286,99.478,100.438,0.85,0.639,1.028,0.698,14.485,-64707.549,34.859,14.41,29.662,17.933,43.854,65.257,0.523,0.546,0,1.0
37.473,0.916,0.112,0.103,-0.167,1.237,85.994,97.888,0.056,0.531,0.043,0.728,14.592,-64754.894,34.241,14.516,28.532,17.782,42.994,65.405,0.523,0.546,0,0.0
6278.673,0.895,0.862,0.771,6.281,1.298,59.881,89.051,0.897,1.0,1.084,1.022,13.628,-64264.985,35.471,13.587,30.759,18.146,44.512,64.959,0.523,0.546,0,0.8
4972.989,0.466,32.062,14.964,6.217,1.298,78.143,91.94,0.88,0.956,1.072,0.988,13.762,-64295.258,34.996,13.736,30.32,17.968,44.297,65.457,0.523,0.546,0,32.0
3151.59,0.86,1.05,0.903,6.153,1.298,84.629,95.509,0.897,0.994,1.078,1.026,13.66,-64359.078,18.781,13.643,30.409,18.25,19.994,57.897,0.523,0.546,5,1.0
4324.979,0.647,15.037,9.736,6.217,1.298,80.533,93.64,0.88,0.981,1.072,1.013,13.767,-64306.982,34.235,13.71,30.38,18.048,43.489,65.242,0.523,0.546,0,15.0
9138.499,0.887,0.112,0.099,6.153,1.298,64.489,89.221,0.909,1.261,1.09,1.427,14.06,-64301.569,29.634,14.048,30.303,17.841,37.933,62.952,0.523,0.546,0,0.0
8505.704,0.895,0.487,0.436,6.089,1.298,61.588,87.692,0.905,1.0,1.097,1.043,13.769,-64274.334,18.396,13.78,30.311,18.394,19.473,63.477,0.523,0.546,5,0.4
4818.098,0.892,0.862,0.769,6.217,1.298,81.557,94.15,0.888,1.007,1.084,1.039,13.802,-64298.441,35.168,13.761,30.287,18.175,44.347,65.221,0.523,0.546,0,0.8
10596.064,0.162,0.107,0.017,6.217,1.298,101.355,93.98,0.905,0.772,1.078,0.962,16.072,-64676.252,23.846,16.244,25.763,22.582,24.864,56.328,0.523,0.546,0,0.0
8511.199,0.954,0.112,0.107,6.281,1.31,61.246,89.391,0.909,1.007,1.097,1.048,13.809,-64274.61,18.371,13.802,30.306,18.231,19.483,62.999,0.523,0.546,5,0.0
4132.978,0.642,15.037,9.666,6.217,1.286,83.093,91.94,0.884,0.975,1.078,1.013,13.833,-64314.547,33.679,13.768,30.315,18.754,42.903,65.157,0.523,0.546,0,15.0
64.901,0.895,0.112,0.1,-0.231,1.286,85.824,95.679,0.048,0.829,0.031,1.082,14.652,-64746.972,34.375,14.58,28.037,17.851,43.324,65.169,0.523,0.546,0,0.0
3576.397,0.617,15.037,9.285,6.217,1.298,84.288,93.47,0.897,0.981,1.084,1.013,13.681,-64342.076,27.907,13.62,30.421,17.902,36.456,64.945,0.523,0.546,5,15.0
3200.85,0.85,1.05,0.892,6.217,1.298,85.141,95.169,0.888,1.013,1.084,1.03,13.856,-64357.004,18.747,13.813,30.454,18.057,19.71,60.275,0.523,0.546,5,1.0
110.327,0.865,0.112,0.097,-0.039,1.298,92.651,95.849,0.273,0.848,0.275,1.086,14.624,-64733.604,34.72,14.53,27.921,17.839,43.586,65.132,0.523,0.546,0,0.0
8488.43,0.86,1.05,0.903,6.217,1.298,60.393,91.77,0.909,1.0,1.109,1.039,13.747,-64273.494,18.445,13.73,30.325,18.455,19.587,62.528,0.523,0.546,5,1.0
8497.136,0.897,0.487,0.437,6.153,1.298,61.929,90.241,0.909,1.0,1.103,1.035,13.812,-64273.894,18.384,13.81,30.325,18.501,19.512,62.395,0.523,0.546,5,0.4
3158.503,0.856,1.05,0.898,6.217,1.298,85.312,96.019,0.901,1.007,1.09,1.026,13.611,-64358.784,18.736,13.594,30.434,18.326,19.94,57.89,0.523,0.546,5,0.4
9014.496,0.872,1.05,0.916,6.217,1.274,62.271,89.901,0.914,0.956,1.103,1.048,13.91,-64295.516,27.466,13.916,30.288,17.853,36.053,64.536,0.523,0.546,0,1.0
2028.364,0.605,15.037,9.097,6.217,1.286,98.454,93.13,0.897,0.975,1.078,1.018,14.178,-64416.716,25.862,14.111,30.594,18.118,29.006,62.126,0.523,0.546,0,15.0
8486.082,0.86,1.05,0.903,6.153,1.31,68.415,93.64,0.914,0.994,1.097,1.039,13.701,-64273.375,18.458,13.72,30.313,18.566,19.606,62.275,0.523,0.546,5,1.0
8498.296,0.897,0.487,0.437,6.153,1.298,61.076,92.28,0.909,1.0,1.109,1.039,13.823,-64273.943,18.405,13.805,30.316,18.482,19.541,62.813,0.523,0.546,5,0.4
3182.287,0.897,0.487,0.437,6.217,1.286,85.312,95.509,0.892,1.007,1.09,1.03,13.805,-64357.78,18.755,13.797,30.456,18.123,19.784,59.433,0.523,0.546,5,0.4
9020.499,0.872,1.05,0.916,6.153,1.286,61.758,90.921,0.914,0.975,1.109,1.15,13.893,-64295.709,27.595,13.89,30.296,17.982,36.199,64.411,0.523,0.546,0,1.0
3184.03,0.886,0.487,0.432,6.217,1.298,85.653,96.359,0.897,1.007,1.09,1.03,13.837,-64357.695,18.773,13.82,30.457,18.11,19.777,59.35,0.523,0.546,5,0.4
3157.074,0.857,1.05,0.9,6.217,1.31,84.629,96.019,0.901,1.0,1.084,1.03,13.613,-64358.779,18.773,13.579,30.428,18.214,19.961,57.888,0.523,0.546,5,1.0
9044.498,0.94,0.112,0.105,6.217,1.286,61.929,84.803,0.914,1.223,1.109,1.388,13.932,-64296.689,28.107,13.924,30.292,18.461,36.66,64.191,0.523,0.546,0,0.0
4831.472,0.955,0.112,0.107,6.217,1.298,80.362,94.829,0.888,1.007,1.078,1.043,13.746,-64298.302,35.261,13.756,30.285,18.116,44.398,65.426,0.523,0.546,0,0.0
127.759,0.86,0.112,0.096,5.132,1.298,93.845,102.137,0.799,0.842,0.965,1.082,14.575,-64728.638,34.729,14.501,28.547,17.835,43.673,65.189,0.523,0.546,0,0.0
8516.975,0.952,0.112,0.107,6.217,1.286,62.441,88.711,0.914,0.994,1.097,1.043,13.826,-64274.912,18.331,13.825,30.294,18.2,19.426,64.744,0.523,0.546,5,0.0
6324.238,0.84,2.062,1.732,6.153,1.298,59.028,90.581,0.897,0.994,1.09,1.022,13.577,-64264.111,35.235,13.564,30.786,18.2,44.489,65.222,0.523,0.546,0,4.0
8537.014,0.85,1.05,0.892,6.089,1.298,61.758,86.842,0.905,1.007,1.097,1.035,13.749,-64275.939,18.274,13.753,30.291,18.171,19.325,64.996,0.523,0.546,0,1.0
6685.597,0.672,15.037,10.112,6.153,1.31,57.662,86.332,0.892,0.988,1.09,1.013,13.71,-64258.84,33.964,13.664,30.756,19.044,39.59,64.938,0.523,0.546,0,15.0
9148.214,0.832,0.187,0.156,6.217,1.298,68.586,90.921,0.914,1.261,1.103,1.427,14.051,-64302.015,29.701,14.027,30.295,17.81,37.978,62.839,0.523,0.546,0,0.1
4811.511,0.852,2.062,1.758,6.153,1.298,78.314,93.13,0.888,1.007,1.084,1.039,13.759,-64298.485,35.135,13.771,30.306,18.232,44.358,65.305,0.523,0.546,0,2.0
8998.21,0.842,2.062,1.737,6.153,1.31,61.076,92.62,0.914,0.988,1.097,1.022,13.962,-64294.828,27.066,13.919,30.308,17.918,35.628,64.67,0.523,0.546,0,2.0
1319.684,0.945,0.112,0.106,6.153,1.298,101.697,99.928,0.884,1.007,1.065,1.043,14.559,-64485.961,36.23,14.516,30.735,17.807,45.047,65.219,0.523,0.546,0,0.0
8489.294,0.86,1.05,0.903,6.153,1.298,60.905,92.11,0.909,1.007,1.103,1.039,13.732,-64273.597,18.453,13.728,30.298,18.438,19.589,62.621,0.523,0.546,5,1.0
6281.281,0.892,0.862,0.769,6.217,1.298,59.54,89.901,0.897,0.994,1.097,1.03,13.595,-64264.97,35.526,13.588,30.746,18.147,44.508,64.959,0.523,0.546,5,0.8
1885.218,0.655,13.05,8.547,6.153,1.298,98.283,100.438,0.892,0.981,1.084,1.018,14.526,-64426.444,28.091,14.451,30.673,18.129,31.76,62.681,0.523,0.546,0,13.0
61.752,0.9,0.112,0.101,-0.231,1.274,84.288,98.568,0.048,0.829,0.037,1.086,14.655,-64747.798,34.369,14.602,28.079,17.864,43.305,65.048,0.523,0.546,0,0.0
9055.066,0.935,0.112,0.105,6.153,1.298,62.953,87.692,0.914,1.248,1.103,1.414,13.933,-64297.238,28.268,13.916,30.289,18.441,36.86,64.025,0.523,0.546,0,0.0
6186.076,0.635,20.062,12.739,6.153,1.298,59.198,83.953,0.892,0.969,1.084,1.001,13.533,-64265.784,35.383,13.53,30.706,18.062,44.817,65.183,0.523,0.546,0,20.0
4821.543,0.892,0.862,0.769,6.153,1.31,81.386,93.64,0.888,1.007,1.084,1.043,13.802,-64298.451,35.211,13.765,30.294,18.164,44.392,65.302,0.523,0.546,0,0.8
7254.18,0.6,15.037,9.022,6.217,1.286,58.345,88.541,0.909,0.975,1.097,1.018,13.621,-64255.736,24.413,13.615,30.8,19.076,27.044,62.774,0.523,0.546,0,15.0
9893.661,0.257,0.112,0.028,6.089,1.298,62.271,94.659,0.905,0.766,1.084,0.971,15.369,-64463.121,25.497,15.546,28.608,22.417,30.451,58.607,0.523,0.546,0,0.0
91.471,0.87,0.112,0.097,-0.167,1.298,86.336,102.817,0.043,0.842,0.031,1.086,14.559,-64739.143,34.54,14.508,27.621,17.855,43.457,65.352,1.232,0.546,0,0.0
9009.646,0.875,1.05,0.918,6.153,1.052,61.929,91.6,0.918,0.937,1.103,0.945,13.912,-64295.283,27.324,13.89,30.299,17.913,35.915,64.6,0.523,0.546,0,1.0
1263.005,0.745,8.025,5.978,6.153,1.298,100.331,99.248,0.884,0.994,1.072,1.035,14.3,-64493.438,35.967,14.224,30.793,17.76,45.372,65.326,0.523,0.546,0,8.0
53.472,0.905,0.112,0.101,-0.167,1.274,86.506,97.379,0.048,0.81,0.043,1.069,14.678,-64750.262,34.29,14.57,28.222,17.805,43.212,65.019,0.523,0.546,0,0.0
4845.755,0.882,0.862,0.761,6.217,1.298,80.021,94.15,0.884,1.007,1.078,1.039,13.813,-64298.109,35.258,13.775,30.305,18.082,44.348,65.414,0.523,0.546,0,0.8
5892.715,0.662,15.037,9.962,6.217,1.298,61.417,91.77,0.888,0.981,1.078,1.005,13.679,-64270.658,35.231,13.639,30.417,18.2,44.448,65.109,0.523,0.546,0,15.0
7266.464,0.597,15.037,8.984,6.281,1.323,58.516,89.901,0.909,0.988,1.103,1.022,13.576,-64255.78,24.373,13.51,30.773,19.017,26.902,62.718,0.523,0.546,0,15.0
8784.773,0.53,15.037,7.969,6.153,1.31,60.905,89.221,0.909,0.969,1.109,1.009,13.831,-64285.296,17.792,13.813,30.307,18.083,18.812,65.029,0.523,0.546,0,15.0
867.484,0.515,23.062,11.877,6.217,1.286,101.355,104.006,0.867,0.943,1.053,0.988,14.337,-64557.231,35.514,14.254,30.852,17.903,44.8,65.473,0.523,0.546,0,23.0
1250.084,0.722,10.05,7.261,6.153,1.31,97.771,90.241,0.884,0.988,1.065,1.026,14.19,-64495.047,35.901,14.122,30.811,17.78,45.421,65.253,0.523,0.546,0,10.0
4833.734,0.955,0.112,0.107,6.217,1.286,81.386,93.13,0.888,1.013,1.078,1.039,13.74,-64298.258,35.241,13.7,30.301,18.099,44.379,65.47,0.523,0.546,0,0.0
8999.066,0.842,2.062,1.737,6.153,1.298,60.905,92.62,0.914,0.994,1.103,1.026,13.962,-64294.848,27.076,13.922,30.309,17.931,35.65,64.638,0.523,0.546,0,2.0
6290.55,0.952,0.112,0.107,6.153,1.298,61.417,90.751,0.897,0.988,1.084,1.026,13.621,-64264.713,35.428,13.598,30.76,18.158,44.465,65.136,0.523,0.546,0,0.0
78.045,0.882,0.112,0.099,-0.231,1.274,89.067,103.497,0.039,0.842,0.031,1.086,14.576,-64743.108,34.468,14.48,27.844,17.856,43.388,65.008,0.523,0.546,0,0.0
9034.495,0.947,0.112,0.106,6.217,1.298,61.929,89.221,0.909,1.153,1.109,1.312,13.94,-64296.397,27.915,13.923,30.287,18.301,36.48,64.344,0.523,0.546,0,0.0
6270.572,0.854,2.062,1.763,6.089,1.298,67.732,88.202,0.892,1.0,1.09,1.039,13.602,-64264.965,35.441,13.554,30.759,18.216,44.563,64.879,0.523,0.546,5,2.0
98.9,0.871,0.112,0.097,7.239,1.286,90.091,99.588,0.731,0.835,1.467,1.086,14.609,-64736.958,34.548,14.525,27.602,17.858,43.484,65.222,1.232,0.546,0,0.0
9856.225,0.27,0.11,0.029,6.153,1.298,63.636,93.47,0.897,0.772,1.072,0.971,15.32,-64451.9,25.653,15.472,28.764,22.388,30.872,58.75,0.523,0.546,0,0.0
3174.882,0.952,0.112,0.107,6.153,1.31,85.482,95.169,0.897,1.013,1.078,1.035,13.711,-64358.143,18.714,13.72,30.418,18.144,19.827,58.812,0.523,0.546,5,0.0
3200.273,0.85,1.05,0.892,6.217,1.298,86.336,96.189,0.892,1.013,1.09,1.022,13.839,-64357.064,18.727,13.84,30.455,18.042,19.714,60.405,0.523,0.546,5,1.0
7605.616,0.57,15.037,8.571,6.089,1.286,61.588,88.541,0.905,0.981,1.097,1.013,13.511,-64253.852,21.84,13.475,30.714,18.954,23.763,61.452,0.523,0.546,0,15.0
4861.249,0.84,2.062,1.732,6.217,1.298,80.191,90.751,0.888,1.007,1.084,1.035,13.799,-64297.857,35.176,13.782,30.323,18.028,44.329,65.31,0.523,0.546,0,2.0
8519.265,0.952,0.112,0.107,6.153,1.298,61.246,86.332,0.909,1.0,1.097,1.043,13.81,-64274.976,18.319,13.805,30.294,18.171,19.414,63.819,0.523,0.546,5,0.4
4858.662,0.84,2.062,1.732,6.281,1.298,79.167,91.77,0.888,1.0,1.078,1.039,13.809,-64297.911,35.169,13.782,30.318,18.049,44.328,65.288,0.523,0.546,0,2.0
9136.211,0.882,0.112,0.099,6.217,1.298,64.148,91.77,0.909,1.267,1.097,1.427,14.048,-64301.44,29.622,14.039,30.297,17.86,37.88,62.999,0.523,0.546,0,0.0
1328.817,0.875,0.862,0.754,6.217,1.298,99.478,100.777,0.875,1.007,1.065,1.043,14.656,-64484.52,36.285,14.578,30.703,17.86,45.048,65.075,0.523,0.546,0,0.8
186.33,0.93,0.112,0.104,5.834,1.31,98.795,100.607,0.858,0.753,1.022,0.864,14.53,-64711.601,34.977,14.42,29.528,17.902,43.815,65.438,0.523,0.546,0,0.0
3196.555,0.848,1.05,0.89,6.217,1.298,85.312,93.81,0.897,1.007,1.084,1.026,13.847,-64357.233,18.764,13.839,30.459,18.052,19.715,60.346,0.523,0.546,5,1.0
1297.923,0.842,2.062,1.738,6.153,1.298,96.918,102.137,0.88,1.007,1.078,1.039,14.353,-64489.132,36.304,14.282,30.8,17.768,45.212,64.975,0.523,0.546,5,2.0
8199.622,0.542,15.037,8.157,6.153,1.298,60.734,91.94,0.909,0.981,1.103,1.013,13.771,-64264.58,19.385,13.761,30.325,18.683,20.588,59.257,0.523,0.546,0,15.0
8530.613,0.887,0.487,0.432,6.153,1.298,61.758,88.541,0.914,1.007,1.109,1.043,13.764,-64275.603,18.26,13.756,30.28,18.424,19.364,64.963,0.523,0.546,5,0.4
4806.63,0.853,2.062,1.76,6.153,1.298,81.557,93.81,0.888,1.0,1.078,1.039,13.774,-64298.53,35.154,13.761,30.298,18.308,44.329,65.666,0.523,0.546,0,2.0
1669.213,0.65,15.037,9.774,6.153,1.298,99.99,97.888,0.871,0.988,1.072,1.018,14.209,-64441.051,32.615,14.161,30.71,18.066,38.162,63.563,0.523,0.546,0,15.0
86.616,0.875,0.112,0.098,-0.167,1.274,86.506,92.79,0.035,0.848,0.018,1.086,14.536,-64740.687,34.489,14.449,27.699,17.836,43.43,64.988,0.523,0.546,5,0.0
4822.964,0.89,0.862,0.767,6.153,1.31,81.045,93.13,0.892,1.013,1.078,1.039,13.787,-64298.455,35.215,13.762,30.305,18.149,44.378,65.319,0.523,0.546,0,0.8
4812.08,0.852,2.062,1.757,6.281,1.298,79.338,93.3,0.892,1.0,1.078,1.039,13.765,-64298.485,35.113,13.76,30.298,18.238,44.37,65.304,0.523,0.546,0,2.0
6310.918,0.882,0.862,0.761,6.153,1.286,59.369,91.091,0.892,0.988,1.09,1.026,13.629,-64264.333,35.273,13.613,30.752,18.248,44.496,65.096,0.523,0.546,0,0.8
6300.49,0.952,0.112,0.107,6.153,1.298,59.54,91.091,0.897,0.994,1.084,1.026,13.564,-64264.511,35.378,13.562,30.773,18.257,44.48,65.125,0.523,0.546,0,0.0
9154.5,0.834,0.187,0.156,6.217,1.286,64.148,90.411,0.909,1.254,1.103,1.422,14.027,-64302.312,29.73,14.0,30.323,17.798,38.033,62.756,0.523,0.546,0,0.1
8505.13,0.895,0.487,0.436,6.153,1.298,60.393,89.901,0.914,1.0,1.103,1.039,13.792,-64274.329,18.391,13.789,30.296,18.398,19.473,63.429,0.523,0.546,5,0.4
4847.482,0.882,0.862,0.761,6.153,1.298,80.703,92.11,0.897,1.007,1.078,1.039,13.802,-64298.114,35.25,13.778,30.321,18.087,44.334,65.399,0.523,0.546,0,0.8
8223.152,0.542,15.037,8.157,6.217,1.298,65.001,90.411,0.905,0.975,1.097,1.009,13.672,-64265.039,19.219,13.656,30.326,18.613,20.589,59.202,0.523,0.546,0,15.0
10828.244,0.07,0.079,0.005,-0.231,0.021,92.651,92.45,0.031,0.099,0.025,0.034,16.198,-64742.292,23.488,16.356,24.517,21.793,23.657,55.59,0.024,0.002,0,0.0
152.905,0.85,0.112,0.095,5.706,1.298,98.454,97.209,0.841,0.848,1.009,1.082,14.448,-64721.691,34.835,14.392,29.14,17.832,43.678,65.279,0.523,0.546,0,0.0
100.33,0.88,0.112,0.099,10.75,1.286,91.456,99.928,0.935,0.842,1.26,1.086,14.596,-64736.609,34.554,14.529,27.856,17.86,43.503,65.185,1.232,0.546,0,0.0
9044.213,0.941,0.112,0.105,6.217,1.286,62.612,83.443,0.918,1.229,1.109,1.388,13.932,-64296.689,28.107,13.924,30.292,18.461,36.66,64.191,0.523,0.546,0,0.0
5246.996,0.665,15.037,9.999,6.153,1.298,55.102,91.091,0.884,0.981,1.072,1.013,13.69,-64289.059,35.148,13.674,30.291,18.921,44.274,65.041,0.523,0.546,5,15.0
186.05,0.93,0.112,0.104,5.77,1.298,98.795,98.738,0.85,0.759,1.028,0.881,14.528,-64711.795,34.997,14.449,29.538,17.889,43.799,65.456,0.523,0.546,0,0.0
4731.659,0.62,20.062,12.438,6.281,1.298,80.533,90.581,0.888,0.95,1.078,1.009,13.615,-64298.955,35.103,13.615,30.309,18.508,44.545,65.279,0.523,0.546,0,20.0
9155.36,0.841,0.187,0.157,6.153,1.31,62.1,90.071,0.909,1.267,1.09,1.422,14.023,-64302.396,29.739,13.993,30.297,17.804,38.063,62.771,0.523,0.546,0,0.1
422.332,0.645,12.037,7.764,6.089,1.31,98.283,97.039,0.858,0.956,1.047,1.001,14.626,-64647.282,35.247,14.533,30.432,17.962,44.388,65.061,0.523,0.546,0,12.0
3098.472,0.732,6.037,4.422,6.217,1.31,85.653,97.379,0.897,0.988,1.09,1.022,13.743,-64360.336,19.06,13.721,30.41,18.773,20.307,58.106,0.523,0.546,0,6.0
4846.894,0.882,0.862,0.761,6.153,1.298,80.874,94.32,0.888,1.0,1.078,1.048,13.779,-64298.124,35.259,13.765,30.298,18.096,44.335,65.411,0.523,0.546,0,0.8
9142.507,0.87,0.112,0.097,6.153,1.298,65.684,91.261,0.909,1.273,1.09,1.427,14.051,-64301.723,29.635,14.015,30.31,17.826,37.942,62.915,0.523,0.546,0,0.0
10203.381,0.2,0.112,0.022,6.217,1.31,61.076,94.999,0.905,0.778,1.084,0.971,15.503,-64555.978,24.708,15.727,27.265,22.807,27.546,57.571,0.523,0.546,0,0.0
117.185,0.862,0.112,0.097,3.791,1.298,91.456,101.967,0.553,0.848,0.658,1.086,14.548,-64731.646,34.722,14.475,27.962,17.84,43.661,65.144,0.523,0.546,0,0.0
45.152,0.91,0.112,0.102,-0.231,1.261,87.36,101.967,0.052,0.785,0.043,1.026,14.588,-64752.778,34.281,14.514,28.377,17.727,43.085,65.2,0.523,0.546,0,0.0
4567.841,0.585,20.062,11.736,6.217,1.298,81.557,93.13,0.88,0.962,1.072,1.005,13.813,-64303.0,34.769,13.793,30.31,18.213,43.886,65.177,0.523,0.546,0,20.0
180.33,0.891,0.112,0.1,5.834,1.347,95.382,102.987,0.854,0.912,1.022,1.18,14.582,-64713.382,34.965,14.501,29.482,17.844,43.805,65.853,0.523,0.546,0,0.0
6312.354,0.882,0.862,0.761,6.153,1.31,58.857,89.901,0.892,0.988,1.084,1.026,13.654,-64264.382,35.281,13.633,30.761,18.253,44.503,65.108,0.523,0.546,0,0.8
176.611,0.84,0.112,0.094,5.77,1.519,98.624,101.967,0.85,0.924,1.015,1.312,14.591,-64714.421,34.91,14.512,29.461,17.81,43.785,65.281,0.523,0.546,0,0.0
3153.59,0.857,1.05,0.9,6.153,1.31,84.117,94.15,0.892,1.007,1.078,1.026,13.65,-64358.958,18.774,13.624,30.42,18.247,19.959,57.908,0.523,0.546,5,1.0
102.617,0.882,0.112,0.099,5.898,1.298,92.48,97.039,0.71,0.848,0.714,1.086,14.607,-64736.019,34.578,14.54,28.186,17.845,43.487,65.196,0.523,0.546,0,0.0
1306.238,0.885,0.862,0.763,6.217,1.298,99.99,99.418,0.88,1.007,1.072,1.039,14.354,-64487.87,36.26,14.286,30.823,17.765,45.123,64.916,0.523,0.546,5,0.8
92.9,0.87,0.112,0.097,-0.295,1.274,86.506,99.588,0.043,0.848,0.025,1.086,14.585,-64738.789,34.529,14.482,27.597,17.863,43.455,65.694,1.232,0.546,0,0.0
3168.566,0.895,0.487,0.436,6.217,1.286,85.824,95.849,0.897,1.007,1.09,1.035,13.696,-64358.357,18.714,13.698,30.432,18.192,19.904,58.35,0.523,0.546,5,0.4
149.475,0.85,0.112,0.095,5.643,1.298,96.747,99.418,0.833,0.842,1.009,1.077,14.494,-64722.695,34.838,14.418,29.067,17.829,43.703,65.218,0.523,0.546,0,0.0
8498.595,0.897,0.487,0.437,6.281,1.31,61.076,91.6,0.914,1.0,1.103,1.039,13.807,-64273.953,18.408,13.816,30.313,18.467,19.526,63.082,0.523,0.546,5,0.4
1325.934,0.943,0.112,0.106,6.153,1.298,100.331,100.947,0.88,1.013,1.065,1.039,14.642,-64485.007,36.288,14.556,30.733,17.834,45.03,65.158,0.523,0.546,0,0.8
165.187,0.842,0.112,0.094,5.706,1.298,96.918,93.64,0.85,0.842,1.015,1.077,14.552,-64717.866,34.809,14.451,29.315,17.801,43.683,65.004,0.523,0.546,0,0.0
122.616,0.862,0.112,0.097,4.876,1.298,93.333,91.6,0.748,0.842,0.896,1.086,14.577,-64730.252,34.727,14.474,28.315,17.834,43.667,65.157,0.523,0.546,0,0.0
41.756,0.915,0.112,0.102,-0.231,1.261,87.701,97.209,0.052,0.746,0.043,0.937,14.584,-64753.569,34.259,14.499,28.453,17.742,43.039,65.109,0.523,0.546,0,0.0
4813.515,0.85,2.062,1.753,6.217,1.31,79.509,92.96,0.888,1.0,1.078,1.043,13.768,-64298.51,35.12,13.763,30.318,18.22,44.334,65.238,0.523,0.546,0,2.0
9009.074,0.875,1.05,0.918,6.089,1.138,60.905,92.45,0.914,0.937,1.103,0.941,13.9,-64295.219,27.315,13.896,30.298,17.937,35.927,64.607,0.523,0.546,0,1.0
9009.074,0.875,1.05,0.918,6.089,1.138,60.905,92.45,0.914,0.937,1.103,0.941,13.9,-64295.219,27.315,13.896,30.298,17.937,35.927,64.607,0.523,0.546,0,1.0
