tsec,U_totV,iA,PW,m_Air,m_H2,RH_Air,RH_H2,P_Air_supply,P_H2_supply,P_Air_inlet,P_H2_inlet,T_1,T_2,T_3,T_4,T_Air_inlet,T_H2_inlet,T_Stack_inlet,T_Heater,m_Air_write,m_H2_write,Heater_power,i_write
4841.75,0.882,0.862,0.761,6.217,1.298,79.338,93.98,0.892,1.007,1.084,1.043,13.785,-64298.144,35.202,13.768,30.305,18.114,44.362,65.608,0.523,0.546,0,0.8
168.903,0.842,0.112,0.094,5.706,1.298,97.771,99.418,0.846,0.848,1.009,1.086,14.532,-64716.745,34.83,14.484,29.37,17.8,43.716,64.917,0.523,0.546,5,0.0
9032.782,0.948,0.112,0.106,6.153,1.274,61.929,86.672,0.914,1.134,1.103,1.29,13.936,-64296.377,27.908,13.92,30.278,18.341,36.442,64.351,0.523,0.546,0,0.0
6991.883,0.627,15.037,9.438,6.281,1.31,58.516,92.45,0.909,0.988,1.109,1.013,13.776,-64256.782,27.484,13.719,30.699,19.292,30.855,63.781,0.523,0.546,0,15.0
58.335,0.902,0.112,0.101,-0.231,1.274,86.165,97.888,0.043,0.835,0.031,1.082,14.684,-64748.774,34.363,14.631,28.15,17.853,43.237,65.01,0.523,0.546,0,0.0
5715.351,0.662,15.037,9.962,6.217,1.31,61.929,92.11,0.888,0.975,1.084,1.013,13.599,-64275.282,35.176,13.55,30.337,18.229,44.452,65.041,0.523,0.546,0,15.0
105.186,0.875,0.112,0.098,0.982,1.298,93.333,98.058,0.481,0.854,0.476,1.086,14.62,-64735.112,34.607,14.553,28.123,17.836,43.524,65.227,0.523,0.546,0,0.0
4811.511,0.852,2.062,1.758,6.153,1.298,78.314,93.13,0.888,1.007,1.084,1.039,13.759,-64298.485,35.135,13.771,30.306,18.232,44.358,65.305,0.523,0.546,0,2.0
4809.494,0.852,2.062,1.758,6.153,1.286,80.191,93.3,0.884,1.0,1.078,1.043,13.799,-64298.485,35.137,13.745,30.291,18.233,44.338,65.393,0.523,0.546,0,2.0
201.474,0.846,1.303,1.097,5.834,1.298,98.966,101.967,0.85,0.632,1.015,0.685,14.468,-64707.211,34.856,14.376,29.672,17.923,43.866,65.294,0.523,0.546,0,2.0
3198.842,0.85,1.05,0.892,6.217,1.298,85.653,93.64,0.888,1.007,1.084,1.03,13.837,-64357.123,18.749,13.829,30.462,18.046,19.728,60.393,0.523,0.546,5,1.0
9044.498,0.94,0.112,0.105,6.217,1.286,61.929,84.803,0.914,1.223,1.109,1.388,13.932,-64296.689,28.107,13.924,30.292,18.461,36.66,64.191,0.523,0.546,0,0.0
4816.934,0.856,1.746,1.489,6.217,1.298,81.386,93.98,0.892,1.007,1.084,1.043,13.817,-64298.455,35.161,13.763,30.298,18.18,44.37,65.214,0.523,0.546,0,0.8
8515.807,0.954,0.112,0.107,6.153,1.31,61.246,90.411,0.914,0.994,1.097,1.043,13.814,-64274.813,18.34,13.814,30.287,18.208,19.425,64.276,0.523,0.546,5,0.0
9657.952,0.355,0.112,0.039,6.217,1.298,61.929,96.019,0.897,0.772,1.084,0.967,15.01,-64395.123,26.566,15.113,29.582,21.531,33.313,59.437,0.523,0.546,0,0.0
36.611,0.917,0.112,0.103,-0.167,1.175,89.579,99.418,0.065,0.48,0.056,0.677,14.599,-64754.961,34.22,14.515,28.553,17.797,42.989,65.478,0.523,0.546,0,0.0
84.037,0.877,0.112,0.098,-0.231,1.274,85.824,101.797,0.035,0.842,0.031,1.086,14.539,-64741.333,34.468,14.447,27.736,17.84,43.444,64.999,0.523,0.546,5,0.0
3195.114,0.847,1.054,0.893,6.217,1.286,86.165,95.169,0.897,1.007,1.078,1.03,13.813,-64357.255,18.736,13.816,30.471,18.075,19.716,60.292,0.523,0.546,5,1.0
1331.093,0.875,0.862,0.754,6.217,1.286,99.648,95.509,0.88,1.007,1.065,1.043,14.604,-64484.198,36.259,14.56,30.724,17.841,45.049,65.022,0.523,0.546,0,0.8
3808.113,0.637,15.037,9.586,6.217,1.298,83.776,95.169,0.888,0.975,1.072,1.018,13.858,-64329.319,31.682,13.822,30.33,18.102,40.739,65.029,0.523,0.546,0,15.0
7416.18,0.584,15.037,8.794,6.217,1.298,60.905,89.051,0.905,0.981,1.103,1.022,13.659,-64255.124,23.144,13.62,30.78,18.992,25.337,62.171,0.523,0.546,0,15.0
9066.531,0.832,1.05,0.873,6.217,1.298,62.953,88.371,0.914,1.261,1.109,1.418,13.971,-64297.876,28.546,13.955,30.272,18.285,37.028,63.937,0.523,0.546,0,1.0
8540.777,0.85,1.05,0.892,6.281,1.31,61.588,87.522,0.914,1.0,1.097,1.043,13.755,-64276.117,18.245,13.741,30.298,18.149,19.309,65.023,0.523,0.546,0,1.0
3.797,0.948,0.112,0.106,1.365,0.205,93.163,95.339,0.515,0.473,0.514,0.464,14.669,-64762.23,34.043,14.567,29.71,18.634,42.551,64.781,0.024,0.002,0,0.0
183.762,0.916,0.112,0.103,5.77,1.323,97.6,100.607,0.85,0.848,1.022,1.035,14.561,-64712.353,35.004,14.458,29.49,17.853,43.807,65.489,0.523,0.546,0,0.0
6294.843,0.955,0.112,0.107,6.153,1.286,59.369,90.751,0.897,0.988,1.084,1.026,13.609,-64264.595,35.392,13.557,30.759,18.09,44.477,65.358,0.523,0.546,0,0.0
3792.682,0.636,15.037,9.577,6.217,1.298,84.629,95.679,0.888,0.975,1.084,1.013,13.894,-64330.227,31.583,13.854,30.324,18.135,40.603,65.196,0.523,0.546,0,15.0
178.325,0.872,0.112,0.098,5.77,1.458,97.43,102.477,0.854,0.924,1.022,1.252,14.598,-64713.75,34.957,14.508,29.46,17.804,43.785,65.593,0.523,0.546,0,0.0
8582.867,0.75,5.062,3.796,6.217,1.298,60.564,90.921,0.914,0.994,1.103,1.039,13.727,-64278.415,18.097,13.716,30.33,18.058,19.096,65.581,0.523,0.546,0,5.0
200.043,0.854,1.05,0.896,5.834,1.298,101.014,100.098,0.85,0.645,1.022,0.698,14.485,-64707.549,34.859,14.41,29.662,17.933,43.854,65.257,0.523,0.546,0,1.0
97.182,0.862,0.112,0.097,-0.295,1.286,84.629,100.438,0.039,0.842,0.037,1.086,14.612,-64737.44,34.563,14.538,27.56,17.868,43.461,65.327,1.232,0.546,0,0.0
9043.064,0.942,0.112,0.106,6.153,1.286,63.636,83.783,0.918,1.216,1.109,1.384,13.931,-64296.718,28.062,13.917,30.279,18.526,36.654,64.201,0.523,0.546,0,0.0
40.898,0.915,0.112,0.102,-0.167,1.249,84.8,98.058,0.056,0.702,0.043,0.907,14.577,-64753.903,34.256,14.508,28.463,17.748,43.033,65.123,0.523,0.546,0,0.0
10581.384,0.162,0.107,0.017,6.089,1.31,100.843,94.829,0.909,0.772,1.084,0.962,16.019,-64672.1,23.865,16.226,25.806,22.534,24.951,56.358,0.523,0.546,0,0.0
1327.962,0.875,0.862,0.754,6.153,1.298,97.771,99.588,0.88,1.0,1.065,1.039,14.656,-64484.58,36.286,14.591,30.713,17.83,45.054,65.084,0.523,0.546,0,0.8
4840.314,0.943,0.3,0.278,6.153,1.298,80.021,92.79,0.892,1.007,1.078,1.039,13.782,-64298.213,35.218,13.766,30.301,18.103,44.391,65.586,0.523,0.546,0,0.8
8524.505,0.89,0.487,0.433,6.217,1.298,62.271,88.541,0.914,1.007,1.103,1.043,13.798,-64275.312,18.289,13.797,30.298,18.127,19.41,65.195,0.523,0.546,0,0.4
52.039,0.905,0.112,0.101,-0.295,1.261,87.018,98.908,0.043,0.81,0.031,1.065,14.637,-64750.56,34.303,14.556,28.255,17.806,43.208,65.014,0.523,0.546,0,0.0
131.761,0.86,0.112,0.096,5.323,1.286,96.576,101.117,0.82,0.842,0.965,1.082,14.551,-64727.495,34.816,14.46,28.702,17.849,43.685,65.128,0.523,0.546,0,0.0
120.333,0.862,0.112,0.097,4.366,1.286,92.821,101.627,0.684,0.848,0.84,1.082,14.55,-64730.831,34.73,14.474,28.155,17.835,43.671,65.142,0.523,0.546,0,0.0
9063.639,0.834,1.05,0.876,6.153,1.298,68.586,86.842,0.914,1.261,1.103,1.422,13.957,-64297.768,28.491,13.949,30.283,18.312,37.008,63.946,0.523,0.546,0,1.0
45.152,0.91,0.112,0.102,-0.231,1.261,87.36,101.967,0.052,0.785,0.043,1.026,14.588,-64752.778,34.281,14.514,28.377,17.727,43.085,65.2,0.523,0.546,0,0.0
19.463,0.925,0.112,0.104,-0.231,0.033,88.213,99.418,0.12,0.296,0.112,0.238,14.623,-64758.89,34.221,14.552,28.977,18.174,42.817,64.656,0.523,0.546,5,0.0
158.329,0.845,0.112,0.095,5.643,1.31,98.624,98.228,0.841,0.848,1.009,1.082,14.448,-64719.883,34.774,14.373,29.211,17.836,43.654,64.965,0.523,0.546,0,0.0
4822.682,0.89,0.862,0.767,6.153,1.298,80.874,92.45,0.892,1.013,1.09,1.048,13.803,-64298.465,35.216,13.785,30.294,18.159,44.363,65.307,0.523,0.546,0,0.8
9006.213,0.875,1.05,0.918,6.153,1.298,61.076,91.94,0.914,0.988,1.109,1.022,13.895,-64295.12,27.224,13.902,30.28,17.907,35.836,64.64,0.523,0.546,0,1.0
1300.495,0.842,2.062,1.737,6.153,1.31,100.672,94.489,0.88,1.007,1.072,1.048,14.343,-64488.649,36.29,14.303,30.839,17.751,45.178,64.968,0.523,0.546,5,2.0
9155.641,0.835,0.187,0.156,6.217,1.286,62.271,91.77,0.905,1.261,1.097,1.422,14.046,-64302.371,29.753,14.005,30.302,17.789,38.063,62.76,0.523,0.546,0,0.1
4808.636,0.852,2.062,1.758,6.153,1.298,80.703,93.47,0.888,1.0,1.084,1.043,13.786,-64298.52,35.143,13.768,30.297,18.262,44.344,65.408,0.523,0.546,0,2.0
9147.931,0.836,0.187,0.156,6.217,1.31,70.292,88.541,0.905,1.261,1.097,1.422,14.048,-64302.015,29.701,14.032,30.296,17.818,37.991,62.86,0.523,0.546,0,0.1
175.188,0.84,0.112,0.094,5.706,1.396,97.088,97.379,0.85,0.861,1.015,1.303,14.592,-64714.938,34.868,14.49,29.449,17.8,43.766,64.988,0.523,0.546,5,0.0
67.467,0.895,0.112,0.1,-0.231,1.274,89.067,98.738,0.043,0.835,0.025,1.082,14.641,-64746.069,34.391,14.572,27.998,17.848,43.311,65.377,0.523,0.546,0,0.0
6271.156,0.854,2.062,1.762,6.217,1.298,60.734,86.502,0.897,1.007,1.084,1.03,13.597,-64265.029,35.464,13.562,30.757,18.19,44.54,64.846,0.523,0.546,5,2.0
2943.813,0.54,15.037,8.12,6.217,1.298,86.848,96.869,0.901,0.981,1.084,1.009,13.773,-64364.621,19.477,13.752,30.402,19.033,20.91,58.662,0.523,0.546,0,15.0
1336.265,0.873,0.862,0.753,6.153,1.298,99.99,100.268,0.88,1.0,1.065,1.043,14.551,-64483.41,36.172,14.499,30.716,17.861,45.076,65.032,0.523,0.546,0,0.8
2980.957,0.512,16.05,8.225,6.153,1.31,85.312,95.509,0.897,0.988,1.078,1.001,13.717,-64363.146,19.31,13.661,30.378,18.592,20.735,58.506,0.523,0.546,0,16.0
8537.889,0.85,1.05,0.892,6.153,1.286,61.417,84.633,0.909,1.0,1.109,1.043,13.774,-64275.929,18.249,13.753,30.298,18.148,19.307,65.048,0.523,0.546,0,1.0
2721.511,0.55,15.037,8.277,6.217,1.286,88.384,96.189,0.888,0.975,1.084,1.018,13.807,-64374.254,20.415,13.741,30.498,18.538,22.081,59.501,0.523,0.546,0,15.0
8503.114,0.895,0.487,0.436,6.153,1.298,61.417,88.881,0.914,1.007,1.097,1.039,13.8,-64274.151,18.382,13.793,30.289,18.438,19.502,63.04,0.523,0.546,5,0.4
8516.685,0.952,0.112,0.107,6.153,1.298,60.564,90.071,0.909,1.007,1.103,1.043,13.826,-64274.912,18.331,13.825,30.294,18.2,19.426,64.744,0.523,0.546,5,0.0
7468.468,0.58,15.037,8.721,6.281,1.286,61.246,86.672,0.909,0.981,1.09,1.013,13.631,-64254.32,22.777,13.594,30.772,19.052,24.88,61.978,0.523,0.546,0,15.0
5487.863,0.662,15.037,9.962,6.153,1.31,59.198,89.731,0.888,0.981,1.078,1.013,13.667,-64286.097,35.183,13.63,30.322,18.351,44.474,65.299,0.523,0.546,0,15.0
1262.15,0.745,8.025,5.978,6.089,1.298,101.184,102.137,0.88,0.988,1.065,1.026,14.306,-64493.549,35.969,14.221,30.825,17.783,45.36,65.322,0.523,0.546,0,8.0
52.327,0.905,0.112,0.101,-0.231,1.286,87.189,98.738,0.056,0.816,0.043,1.069,14.637,-64750.56,34.303,14.556,28.255,17.806,43.208,65.014,0.523,0.546,0,0.0
9063.357,0.834,1.05,0.876,6.217,1.298,62.1,87.692,0.914,1.254,1.103,1.418,13.939,-64297.629,28.492,13.949,30.29,18.324,36.974,63.942,0.523,0.546,0,1.0
8238.768,0.542,15.037,8.155,6.217,1.298,61.417,88.032,0.909,0.981,1.097,1.018,13.674,-64265.365,19.167,13.666,30.339,18.63,20.526,59.141,0.523,0.546,0,15.0
77.474,0.884,0.112,0.099,-0.167,1.274,84.117,102.477,0.043,0.842,0.018,1.082,14.592,-64743.308,34.49,14.498,27.835,17.854,43.385,65.023,0.523,0.546,0,0.0
4135.834,0.642,15.037,9.663,6.281,1.298,83.093,93.47,0.88,0.975,1.065,1.013,13.805,-64314.373,33.657,13.744,30.337,18.672,42.91,65.206,0.523,0.546,0,15.0
9029.38,0.952,0.112,0.107,6.153,1.298,61.929,89.221,0.914,1.083,1.097,1.243,13.885,-64296.149,27.791,13.886,30.284,18.486,36.389,64.363,0.523,0.546,0,0.0
45.152,0.91,0.112,0.102,-0.231,1.261,87.36,101.967,0.052,0.785,0.043,1.026,14.588,-64752.778,34.281,14.514,28.377,17.727,43.085,65.2,0.523,0.546,0,0.0
7.217,0.94,0.112,0.105,0.216,0.082,93.845,100.947,0.34,0.404,0.338,0.366,14.591,-64761.341,34.078,14.514,29.493,18.554,42.628,65.09,0.024,0.002,0,0.0
9008.784,0.875,1.05,0.918,6.217,1.175,60.734,92.11,0.918,0.95,1.109,0.945,13.9,-64295.219,27.315,13.896,30.298,17.937,35.927,64.607,0.523,0.546,0,1.0
1294.468,0.845,2.062,1.742,6.089,1.286,100.843,102.817,0.88,1.0,1.072,1.035,14.351,-64489.488,36.302,14.281,30.796,17.768,45.217,64.98,0.523,0.546,5,2.0
34.896,0.92,0.112,0.103,-0.167,0.893,86.848,100.777,0.06,0.372,0.05,0.545,14.566,-64755.464,34.239,14.517,28.593,17.828,42.976,65.629,0.523,0.546,0,0.0
3199.702,0.849,1.05,0.892,6.217,1.286,85.653,94.489,0.897,1.013,1.078,1.026,13.835,-64357.059,18.717,13.832,30.458,18.063,19.692,60.388,0.523,0.546,5,1.0
1321.657,0.945,0.112,0.106,6.153,1.298,101.355,101.967,0.88,1.007,1.065,1.043,14.637,-64485.58,36.218,14.561,30.719,17.821,45.037,65.097,0.523,0.546,0,0.0
9018.212,0.872,1.05,0.916,6.153,1.286,61.246,92.28,0.914,0.962,1.103,1.116,13.883,-64295.684,27.542,13.892,30.292,17.879,36.12,64.459,0.523,0.546,0,1.0
4834.303,0.955,0.112,0.107,6.153,1.298,81.386,93.64,0.892,1.007,1.078,1.048,13.735,-64298.262,35.277,13.708,30.314,18.121,44.393,65.482,0.523,0.546,0,0.0
32.899,0.92,0.112,0.103,-0.231,0.095,88.725,99.248,0.069,0.283,0.062,0.294,14.572,-64756.034,34.227,14.487,28.628,17.898,42.964,65.784,0.523,0.546,0,0.0
8211.925,0.542,15.037,8.157,6.217,1.298,61.246,90.921,0.914,0.981,1.103,1.013,13.709,-64264.762,19.278,13.708,30.342,18.623,20.63,59.246,0.523,0.546,0,15.0
2974.686,0.537,15.037,8.089,6.217,1.298,84.288,93.64,0.892,0.981,1.09,1.009,13.735,-64363.246,19.362,13.695,30.385,18.689,20.756,58.547,0.523,0.546,0,15.0
3160.246,0.897,0.487,0.437,6.217,1.298,85.653,97.039,0.901,1.013,1.084,1.03,13.598,-64358.732,18.763,13.59,30.43,18.343,19.928,57.888,0.523,0.546,5,0.4
8531.772,0.851,1.05,0.894,6.153,1.298,60.734,87.522,0.914,1.007,1.109,1.039,13.752,-64275.702,18.294,13.759,30.29,18.401,19.341,65.579,0.523,0.546,0,1.0
9739.078,0.315,0.11,0.034,6.217,1.286,61.758,94.32,0.901,0.778,1.078,0.971,15.095,-64418.485,26.154,15.253,29.264,21.939,32.32,59.144,0.523,0.546,0,0.0
8489.294,0.86,1.05,0.903,6.153,1.298,60.905,92.11,0.909,1.007,1.103,1.039,13.732,-64273.597,18.453,13.728,30.298,18.438,19.589,62.621,0.523,0.546,5,1.0
3163.984,0.895,0.487,0.436,6.217,1.298,83.776,92.79,0.897,1.007,1.09,1.03,13.625,-64358.565,18.721,13.615,30.404,18.247,19.92,57.87,0.523,0.546,5,0.4
6271.733,0.852,2.062,1.759,6.153,1.31,60.905,88.032,0.892,1.0,1.09,1.035,13.576,-64265.009,35.44,13.579,30.759,18.187,44.547,64.813,0.523,0.546,5,2.0
107.471,0.871,0.112,0.098,0.152,1.286,94.699,101.117,0.366,0.842,0.363,1.082,14.619,-64734.425,34.659,14.517,28.043,17.827,43.554,65.171,0.523,0.546,0,0.0
68.344,0.892,0.112,0.1,-0.231,1.286,87.36,98.738,0.043,0.835,0.025,1.077,14.634,-64745.951,34.418,14.576,27.976,17.859,43.344,65.49,0.523,0.546,0,0.0
170.898,0.84,0.112,0.094,5.706,1.237,96.406,100.947,0.846,0.842,1.015,1.069,14.541,-64716.171,34.849,14.46,29.391,17.795,43.72,64.96,0.523,0.546,5,0.0
3186.493,0.885,0.487,0.431,6.153,1.298,84.97,95.339,0.892,1.007,1.084,1.035,13.827,-64357.65,18.782,13.832,30.47,18.117,19.773,59.386,0.523,0.546,5,0.4
200.905,0.855,1.05,0.897,5.898,1.298,101.697,102.477,0.854,0.632,1.028,0.69,14.453,-64707.431,34.878,14.382,29.648,17.952,43.862,65.279,0.523,0.546,0,1.0
169.184,0.842,0.112,0.094,5.706,1.286,97.6,99.248,0.85,0.835,1.015,1.086,14.542,-64716.601,34.823,14.467,29.37,17.82,43.725,64.933,0.523,0.546,5,0.0
