tsec,U_totV,iA,PW,m_Air,m_H2,RH_Air,RH_H2,P_Air_supply,P_H2_supply,P_Air_inlet,P_H2_inlet,T_1,T_2,T_3,T_4,T_Air_inlet,T_H2_inlet,T_Stack_inlet,T_Heater,m_Air_write,m_H2_write,Heater_power,i_write
53.183,0.905,0.112,0.101,-0.231,1.274,85.482,97.039,0.048,0.816,0.031,1.069,14.678,-64750.262,34.29,14.57,28.222,17.805,43.212,65.019,0.523,0.546,5,0.0
25.751,0.922,0.112,0.103,-0.231,0.021,86.848,102.817,0.086,0.283,0.075,0.23,14.55,-64757.596,34.237,14.498,28.814,18.016,42.89,65.292,0.523,0.546,0,0.0
1542.352,0.502,30.075,15.112,6.217,1.298,99.648,103.666,0.88,0.95,1.065,0.979,14.281,-64452.481,35.762,14.195,30.759,18.26,45.011,64.325,0.523,0.546,0,30.0
3152.737,0.857,1.052,0.902,6.217,1.298,84.629,96.019,0.897,1.007,1.084,1.03,13.638,-64359.135,18.756,13.647,30.426,18.218,19.982,57.882,0.523,0.546,5,1.0
9136.785,0.89,0.112,0.1,6.153,1.298,69.098,92.79,0.905,1.273,1.103,1.427,14.044,-64301.455,29.625,14.016,30.316,17.832,37.878,63.0,0.523,0.546,0,0.0
9051.106,0.936,0.112,0.105,6.153,1.298,61.758,86.162,0.914,1.242,1.109,1.405,13.911,-64297.164,28.192,13.885,30.29,18.452,36.797,64.108,0.523,0.546,0,0.0
188.612,0.932,0.112,0.104,5.898,1.286,98.283,103.327,0.854,0.727,1.022,0.788,14.505,-64710.951,34.981,14.419,29.558,17.942,43.804,65.324,0.523,0.546,0,0.0
87.468,0.875,0.112,0.098,-0.231,1.274,87.36,93.47,0.043,0.842,0.025,1.086,14.568,-64740.353,34.495,14.476,27.701,17.861,43.437,65.007,0.523,0.546,5,0.0
74.33,0.887,0.112,0.099,-0.231,1.286,82.24,98.908,0.039,0.835,0.037,1.086,14.594,-64744.237,34.47,14.517,27.871,17.876,43.369,65.148,0.523,0.546,0,0.0
149.475,0.85,0.112,0.095,5.643,1.298,96.747,99.418,0.833,0.842,1.009,1.077,14.494,-64722.695,34.838,14.418,29.067,17.829,43.703,65.218,0.523,0.546,0,0.0
157.475,0.845,0.112,0.095,5.643,1.298,96.747,100.098,0.846,0.848,1.009,1.082,14.439,-64720.19,34.787,14.369,29.233,17.839,43.652,65.102,0.523,0.546,0,0.0
21.781,0.924,0.112,0.104,-0.295,0.021,87.872,102.307,0.107,0.296,0.094,0.238,14.619,-64758.387,34.214,14.526,28.917,18.109,42.847,64.772,0.523,0.546,5,0.0
8.901,0.937,0.112,0.105,0.088,0.058,88.555,95.679,0.281,0.378,0.282,0.332,14.64,-64761.033,34.094,14.571,29.38,18.475,42.656,65.035,0.024,0.002,0,0.0
8528.832,0.889,0.487,0.433,6.217,1.298,60.734,89.731,0.905,1.007,1.103,1.043,13.778,-64275.584,18.274,13.793,30.298,18.15,19.368,64.773,0.523,0.546,5,0.4
9017.356,0.872,1.05,0.916,6.281,1.286,66.537,91.77,0.909,0.956,1.109,1.103,13.901,-64295.644,27.55,13.902,30.289,17.852,36.106,64.465,0.523,0.546,0,1.0
9007.676,0.875,1.05,0.918,6.153,1.335,61.417,91.261,0.914,0.981,1.103,0.979,13.876,-64295.189,27.267,13.877,30.317,17.925,35.877,64.611,0.523,0.546,0,1.0
41.181,0.915,0.112,0.102,-0.231,1.274,89.92,98.058,0.056,0.715,0.05,0.92,14.585,-64753.677,34.255,14.498,28.458,17.745,43.046,65.113,0.523,0.546,0,0.0
3.547,0.951,0.112,0.106,1.684,0.242,95.552,94.829,0.536,0.486,0.545,0.468,14.669,-64762.23,34.043,14.567,29.71,18.634,42.551,64.781,0.024,0.002,0,0.0
9611.648,0.385,0.112,0.043,6.153,1.298,65.001,94.15,0.897,0.772,1.084,0.975,14.897,-64381.431,26.854,15.006,29.739,21.38,33.949,59.581,0.523,0.546,0,0.0
3181.149,0.952,0.112,0.107,6.153,1.298,85.994,95.339,0.897,1.0,1.084,1.035,13.79,-64357.844,18.769,13.791,30.465,18.141,19.792,59.317,0.523,0.546,5,0.0
9023.642,0.87,1.05,0.913,6.217,1.286,63.295,89.901,0.914,0.988,1.103,1.171,13.907,-64295.902,27.651,13.87,30.292,17.934,36.256,64.37,0.523,0.546,0,1.0
114.327,0.86,0.112,0.096,1.365,1.286,85.141,97.039,0.383,0.848,0.526,1.086,14.568,-64732.487,34.728,14.485,27.79,17.849,43.622,65.104,0.523,0.546,0,0.0
167.747,0.842,0.112,0.094,5.706,1.298,95.211,100.268,0.846,0.842,1.022,1.086,14.535,-64717.139,34.821,14.468,29.376,17.807,43.708,64.944,0.523,0.546,5,0.0
4834.87,0.955,0.112,0.107,6.217,1.298,81.045,93.13,0.888,1.013,1.084,1.043,13.731,-64298.267,35.245,13.72,30.312,18.127,44.384,65.482,0.523,0.546,0,0.0
8999.066,0.842,2.062,1.737,6.153,1.298,60.905,92.62,0.914,0.994,1.103,1.026,13.962,-64294.848,27.076,13.922,30.309,17.931,35.65,64.638,0.523,0.546,0,2.0
6301.06,0.952,0.112,0.107,6.089,1.31,59.369,90.751,0.892,0.994,1.084,1.026,13.592,-64264.496,35.389,13.593,30.747,18.212,44.507,65.138,0.523,0.546,0,0.8
9044.213,0.941,0.112,0.105,6.217,1.286,62.612,83.443,0.918,1.229,1.109,1.388,13.932,-64296.689,28.107,13.924,30.292,18.461,36.66,64.191,0.523,0.546,0,0.0
8529.156,0.889,0.487,0.433,6.089,1.31,61.246,87.352,0.909,1.0,1.103,1.039,13.778,-64275.584,18.274,13.793,30.298,18.15,19.368,64.773,0.523,0.546,5,0.4
9029.38,0.952,0.112,0.107,6.153,1.298,61.929,89.221,0.914,1.083,1.097,1.243,13.885,-64296.149,27.791,13.886,30.284,18.486,36.389,64.363,0.523,0.546,0,0.0
161.182,0.845,0.112,0.095,5.706,1.298,97.771,97.888,0.846,0.842,1.009,1.082,14.481,-64719.049,34.792,14.404,29.283,17.845,43.651,65.01,0.523,0.546,0,0.0
4859.524,0.84,2.062,1.732,6.217,1.298,79.85,92.11,0.892,1.007,1.078,1.043,13.798,-64297.891,35.174,13.78,30.302,18.052,44.31,65.292,0.523,0.546,0,2.0
8502.537,0.895,0.487,0.436,6.217,1.298,60.222,88.202,0.909,1.0,1.103,1.043,13.818,-64274.072,18.39,13.807,30.3,18.458,19.514,63.159,0.523,0.546,5,0.4
10651.958,0.155,0.103,0.016,6.153,1.298,103.403,91.6,0.909,0.778,1.09,0.958,16.131,-64692.314,23.79,16.304,25.546,22.55,24.555,56.145,0.523,0.546,0,0.0
4107.558,0.642,15.037,9.661,6.217,1.298,83.946,94.15,0.884,0.981,1.072,1.013,13.863,-64315.394,33.622,13.824,30.312,18.084,42.776,65.09,0.523,0.546,0,15.0
9041.366,0.942,0.112,0.106,6.153,1.286,62.612,89.391,0.918,1.216,1.109,1.367,13.921,-64296.614,28.042,13.934,30.288,18.582,36.597,64.212,0.523,0.546,0,0.0
9013.352,0.872,1.05,0.916,6.217,1.224,61.417,91.261,0.914,0.95,1.103,1.009,13.902,-64295.496,27.435,13.904,30.295,17.892,36.043,64.546,0.523,0.546,0,1.0
6285.911,0.89,0.862,0.767,6.153,1.298,59.198,89.221,0.892,1.0,1.078,1.026,13.618,-64264.757,35.486,13.586,30.774,18.072,44.472,65.129,0.523,0.546,0,0.8
3194.827,0.847,1.054,0.893,6.217,1.298,85.653,96.359,0.897,1.013,1.084,1.026,13.833,-64357.278,18.75,13.808,30.451,18.069,19.733,60.219,0.523,0.546,5,1.0
4834.016,0.955,0.112,0.107,6.153,1.298,80.874,92.79,0.888,1.0,1.084,1.039,13.735,-64298.262,35.277,13.708,30.314,18.121,44.393,65.482,0.523,0.546,0,0.0
8540.777,0.85,1.05,0.892,6.281,1.31,61.588,87.522,0.914,1.0,1.097,1.043,13.755,-64276.117,18.245,13.741,30.298,18.149,19.309,65.023,0.523,0.546,0,1.0
136.609,0.855,0.112,0.096,5.451,1.286,95.552,95.339,0.829,0.848,0.984,1.086,14.503,-64726.04,34.783,14.437,28.822,17.842,43.68,65.028,0.523,0.546,0,0.0
4326.978,0.647,15.037,9.736,6.217,1.286,81.215,93.98,0.875,0.975,1.065,1.013,13.739,-64306.887,34.257,13.706,30.367,18.049,43.5,65.16,0.523,0.546,0,15.0
13.755,0.93,0.112,0.104,-0.167,0.021,92.139,100.777,0.183,0.308,0.169,0.268,14.664,-64759.962,34.127,14.596,29.172,18.337,42.712,64.749,0.523,0.546,0,0.0
7235.322,0.6,15.037,9.022,6.217,1.298,60.052,89.221,0.909,0.969,1.097,1.013,13.642,-64255.716,24.597,13.592,30.788,19.067,27.269,62.852,0.523,0.546,0,15.0
1.547,0.955,0.112,0.107,6.664,0.795,97.088,99.758,0.829,0.543,0.84,0.617,14.68,-64762.827,34.021,14.591,29.74,18.628,42.529,64.99,0.024,0.002,0,0.0
47.402,0.91,0.112,0.102,-0.295,1.261,88.555,101.457,0.052,0.785,0.05,1.048,14.573,-64752.193,34.295,14.521,28.345,17.756,43.139,65.188,0.523,0.546,0,0.0
52.327,0.905,0.112,0.101,-0.231,1.286,87.189,98.738,0.056,0.816,0.043,1.069,14.637,-64750.56,34.303,14.556,28.255,17.806,43.208,65.014,0.523,0.546,0,0.0
9046.215,0.94,0.112,0.105,6.153,1.286,62.271,83.613,0.914,1.229,1.109,1.393,13.917,-64296.911,28.126,13.931,30.281,18.422,36.701,64.174,0.523,0.546,0,0.0
4855.516,0.84,2.062,1.732,6.217,1.31,81.215,92.11,0.888,1.013,1.078,1.043,13.825,-64297.995,35.187,13.785,30.316,18.074,44.345,65.361,0.523,0.546,0,2.0
385.189,0.645,12.037,7.764,6.153,1.286,99.478,88.711,0.858,0.969,1.04,1.005,14.709,-64656.91,35.026,14.615,30.33,17.954,44.296,65.261,0.523,0.546,0,12.0
28.609,0.92,0.112,0.103,-0.167,0.021,89.579,98.058,0.077,0.283,0.068,0.225,14.555,-64756.964,34.23,14.481,28.75,17.963,42.928,65.961,0.523,0.546,0,0.0
103.19,0.881,0.112,0.099,4.047,1.298,95.894,95.679,0.638,0.842,0.627,1.09,14.63,-64735.778,34.587,14.554,28.199,17.839,43.508,65.227,0.523,0.546,0,0.0
9024.209,0.87,1.05,0.913,6.217,1.298,62.612,91.6,0.918,0.994,1.097,1.175,13.892,-64295.996,27.684,13.892,30.29,17.93,36.257,64.363,0.523,0.546,0,1.0
11.465,0.934,0.112,0.105,-0.103,0.058,92.651,97.209,0.226,0.347,0.219,0.294,14.636,-64760.406,34.101,14.56,29.27,18.378,42.699,64.956,0.523,0.002,0,0.0
2948.489,0.54,15.037,8.12,6.217,1.298,86.165,95.339,0.901,0.975,1.09,1.009,13.763,-64364.353,19.482,13.723,30.4,18.754,20.888,58.635,0.523,0.546,0,15.0
9147.641,0.836,0.187,0.156,6.217,1.298,61.929,90.411,0.909,1.267,1.103,1.422,14.048,-64302.015,29.701,14.032,30.296,17.818,37.991,62.86,0.523,0.546,0,0.1
4842.035,0.882,0.862,0.761,6.153,1.298,79.338,93.64,0.897,1.007,1.084,1.048,13.779,-64298.183,35.229,13.767,30.308,18.106,44.402,65.589,0.523,0.546,0,0.8
6808.455,0.655,15.037,9.849,6.153,1.298,56.809,92.28,0.901,0.981,1.084,1.013,13.756,-64258.568,30.653,13.724,30.736,19.038,35.04,64.46,0.523,0.546,0,15.0
122.616,0.862,0.112,0.097,4.876,1.298,93.333,91.6,0.748,0.842,0.896,1.086,14.577,-64730.252,34.727,14.474,28.315,17.834,43.667,65.157,0.523,0.546,0,0.0
4858.95,0.84,2.062,1.732,6.089,1.286,78.826,91.091,0.888,1.013,1.072,1.039,13.809,-64297.911,35.169,13.782,30.318,18.049,44.328,65.288,0.523,0.546,0,2.0
9034.786,0.947,0.112,0.106,6.217,1.298,61.588,86.502,0.909,1.166,1.097,1.316,13.94,-64296.397,27.915,13.923,30.287,18.301,36.48,64.344,0.523,0.546,0,0.0
9037.074,0.945,0.112,0.106,6.217,1.286,62.612,87.012,0.914,1.172,1.116,1.341,13.93,-64296.431,27.95,13.914,30.282,18.543,36.529,64.293,0.523,0.546,0,0.0
6989.886,0.631,15.037,9.49,6.281,1.31,58.345,93.81,0.914,0.981,1.103,1.013,13.78,-64256.856,27.514,13.715,30.712,19.331,30.916,63.809,0.523,0.546,0,15.0
4818.098,0.892,0.862,0.769,6.217,1.298,81.557,94.15,0.888,1.007,1.084,1.039,13.802,-64298.441,35.168,13.761,30.287,18.175,44.347,65.221,0.523,0.546,0,0.8
4823.823,0.89,0.862,0.767,6.217,1.298,80.874,92.96,0.888,1.007,1.078,1.039,13.809,-64298.426,35.204,13.777,30.282,18.164,44.386,65.335,0.523,0.546,0,0.8
4849.48,0.882,0.862,0.761,6.153,1.298,81.215,92.79,0.888,1.007,1.078,1.043,13.832,-64298.119,35.229,13.78,30.299,18.077,44.352,65.345,0.523,0.546,0,0.8
6273.175,0.852,2.062,1.758,6.281,1.298,59.54,87.352,0.897,1.0,1.09,1.026,13.621,-64264.95,35.445,13.563,30.757,18.168,44.532,64.944,0.523,0.546,5,2.0
64.039,0.896,0.112,0.1,-0.231,1.274,85.653,97.209,0.043,0.835,0.031,1.086,14.653,-64747.106,34.383,14.581,28.046,17.857,43.322,65.146,0.523,0.546,0,0.0
92.331,0.87,0.112,0.097,-0.231,1.286,84.288,100.777,0.035,0.835,0.025,1.086,14.589,-64739.014,34.53,14.517,27.636,17.873,43.451,65.507,1.232,0.546,0,0.0
3155.647,0.857,1.05,0.9,6.217,1.298,84.458,92.79,0.901,1.0,1.084,1.035,13.641,-64358.914,18.749,13.625,30.431,18.256,19.944,57.895,0.523,0.546,5,1.0
9051.64,0.935,0.112,0.105,6.153,1.286,62.612,87.182,0.922,1.248,1.103,1.405,13.897,-64297.159,28.201,13.881,30.297,18.444,36.788,64.077,0.523,0.546,0,0.0
160.329,0.845,0.112,0.095,5.643,1.298,98.454,97.209,0.841,0.842,1.015,1.086,14.455,-64719.422,34.778,14.396,29.259,17.838,43.672,65.02,0.523,0.546,0,0.0
125.468,0.862,0.112,0.097,5.004,1.298,95.382,101.117,0.786,0.842,0.927,1.086,14.569,-64729.396,34.705,14.498,28.453,17.842,43.679,65.181,0.523,0.546,0,0.0
1336.843,0.872,0.862,0.752,6.153,1.286,99.648,99.588,0.88,1.007,1.072,1.043,14.547,-64483.335,36.146,14.487,30.711,17.84,45.072,65.05,0.523,0.546,0,0.8
9141.356,0.872,0.112,0.098,6.217,1.298,62.783,91.77,0.914,1.273,1.097,1.422,14.033,-64301.688,29.648,14.037,30.31,17.853,37.926,62.915,0.523,0.546,0,0.0
8998.783,0.842,2.062,1.737,6.217,1.286,62.612,91.261,0.914,0.988,1.103,1.022,13.948,-64294.858,27.067,13.922,30.298,17.939,35.642,64.667,0.523,0.546,0,2.0
94.615,0.865,0.112,0.097,-0.231,1.286,85.994,94.659,0.035,0.842,0.037,1.086,14.609,-64738.307,34.532,14.507,27.597,17.875,43.47,65.482,1.232,0.546,0,0.0
9031.654,0.95,0.112,0.106,6.217,1.286,61.588,86.842,0.918,1.127,1.097,1.282,13.901,-64296.278,27.844,13.898,30.279,18.364,36.404,64.374,0.523,0.546,0,0.0
88.898,0.872,0.112,0.098,-0.231,1.286,84.629,99.758,0.035,0.842,0.031,1.086,14.583,-64739.958,34.518,14.497,27.683,17.845,43.475,65.053,1.232,0.546,0,0.0
9022.502,0.87,1.05,0.913,6.153,1.286,60.905,91.091,0.914,0.981,1.103,1.163,13.89,-64295.877,27.644,13.868,30.294,17.957,36.222,64.371,0.523,0.546,0,1.0
92.9,0.87,0.112,0.097,-0.295,1.274,86.506,99.588,0.043,0.848,0.025,1.086,14.585,-64738.789,34.529,14.482,27.597,17.863,43.455,65.694,1.232,0.546,0,0.0
3166.844,0.895,0.487,0.436,6.217,1.31,84.458,95.169,0.901,1.007,1.09,1.03,13.655,-64358.399,18.748,13.632,30.421,18.206,19.88,57.923,0.523,0.546,5,0.4
764.341,0.637,12.037,7.673,6.153,1.31,101.184,101.627,0.863,0.969,1.059,1.009,14.52,-64575.691,35.566,14.43,30.841,17.989,44.679,65.174,0.523,0.546,0,12.0
158.329,0.845,0.112,0.095,5.643,1.31,98.624,98.228,0.841,0.848,1.009,1.082,14.448,-64719.883,34.774,14.373,29.211,17.836,43.654,64.965,0.523,0.546,0,0.0
7381.611,0.585,15.037,8.799,6.153,1.31,63.807,89.221,0.909,0.975,1.103,1.018,13.638,-64255.253,23.443,13.592,30.798,18.985,25.672,62.295,0.523,0.546,0,15.0
98.056,0.862,0.112,0.097,1.493,1.298,87.701,98.738,0.336,0.842,1.197,1.082,14.617,-64737.327,34.571,14.523,27.54,17.864,43.472,65.283,1.232,0.546,0,0.0
8484.331,0.845,1.366,1.147,6.217,1.298,60.393,92.11,0.914,0.994,1.103,1.035,13.72,-64273.355,18.464,13.709,30.296,18.556,19.593,61.948,0.523,0.546,5,1.0
10483.955,0.17,0.1,0.017,6.217,1.298,100.843,93.81,0.909,0.778,1.084,0.962,16.155,-64642.727,24.084,16.347,26.144,22.66,25.562,56.673,0.523,0.546,0,0.0
3612.397,0.622,15.037,9.36,6.153,1.298,84.117,96.359,0.901,0.981,1.09,1.013,13.872,-64340.204,28.874,13.821,30.391,18.147,37.513,65.091,0.523,0.546,0,15.0
58.893,0.901,0.112,0.101,-0.167,1.274,88.042,98.568,0.043,0.823,0.037,1.086,14.693,-64748.568,34.376,14.638,28.133,17.847,43.264,65.027,0.523,0.546,0,0.0
3149.875,0.86,1.05,0.903,6.153,1.286,85.482,96.359,0.897,1.0,1.084,1.03,13.654,-64359.177,18.776,13.634,30.396,18.287,20.019,57.925,0.523,0.546,0,1.0
8593.291,0.73,6.037,4.407,6.153,1.298,60.905,89.391,0.909,0.994,1.103,1.035,13.738,-64278.796,18.09,13.711,30.327,18.126,19.067,65.621,0.523,0.546,0,6.0
1296.204,0.845,2.062,1.742,6.217,1.298,99.99,93.13,0.884,1.0,1.072,1.035,14.354,-64489.333,36.324,14.263,30.817,17.761,45.216,64.993,0.523,0.546,5,2.0
159.187,0.845,0.112,0.095,5.706,1.298,97.771,95.679,0.846,0.848,1.009,1.086,14.45,-64719.714,34.777,14.362,29.242,17.816,43.649,65.006,0.523,0.546,0,0.0
540.048,0.64,12.037,7.704,6.153,1.298,95.211,104.006,0.867,0.969,1.053,1.005,14.539,-64619.96,35.221,14.438,30.669,17.934,44.614,65.129,0.523,0.546,0,12.0
